date,cases_new,cases_import,cases_recovered,cases_active,cases_cluster,cases_unvax,cases_pvax,cases_fvax,cases_boost,cases_child,cases_adolescent,cases_adult,cases_elderly,cases_0_4,cases_5_11,cases_12_17,cases_18_29,cases_30_39,cases_40_49,cases_50_59,cases_60_69,cases_70_79,cases_80,cluster_import,cluster_religious,cluster_community,cluster_highRisk,cluster_education,cluster_detentionCentre,cluster_workplace
2022-03-19,22341,524,33347,283282,324,3176,680,4977,13508,2783,842,16138,2300,1379,1404,842,5683,5395,3052,2008,1409,616,275,0,0,3,72,68,9,172
2022-03-20,19105,386,28250,274066,96,2677,575,4215,11638,2468,689,13991,1948,1269,1199,689,4915,4565,2618,1893,1189,508,251,0,0,2,28,47,2,17
2022-03-21,17828,407,28003,263828,56,2655,555,4093,10525,2357,709,12703,1900,1143,1214,709,4424,4118,2466,1695,1114,541,245,0,0,0,13,24,0,19
2022-03-22,21483,394,32561,252677,173,2949,720,4603,13211,2743,780,15613,2135,1296,1447,780,5509,5134,2982,1988,1242,591,302,0,0,0,44,83,1,45
2022-03-23,22491,382,26234,248869,106,3148,723,4688,13932,2779,791,16423,2282,1368,1411,791,5266,5515,3459,2183,1325,652,305,0,0,0,44,83,1,45
2022-03-24,24316,297,25512,247609,173,3015,858,5135,15308,2893,1051,17734,2411,1280,1613,1051,6016,5899,3545,2274,1435,695,281,0,0,0,52,15,0,39
2022-03-25,21839,287,22324,247072,38,2992,867,4726,13254,2911,1023,15464,2080,1236,1675,1023,5349,5039,3061,2015,1237,587,256,0,0,0,61,17,0,95
2022-03-26,20923,228,25467,242494,39,3005,904,4142,12872,2970,923,14765,2082,1312,1658,923,4938,4911,2958,1958,1244,586,252,0,0,0,16,16,0,6
2022-03-27,16863,238,26171,233148,30,2172,712,3379,10600,2403,757,12050,1647,1105,1298,757,4098,4035,2347,1570,992,461,194,0,0,0,7,18,0,14
2022-03-28,13336,189,25552,220878,51,2003,513,2503,8317,1851,496,9256,1465,861,990,496,3046,3064,1868,1278,839,438,188,0,0,0,11,19,0,21
2022-03-29,15215,250,24152,211877,47,2299,609,3071,9236,2171,642,10605,1545,970,1201,642,3545,3555,2125,1380,891,455,199,0,0,0,17,29,0,1
2022-03-30,15941,168,21186,206599,60,2288,690,3135,9828,2267,739,11186,1511,907,1360,739,3787,3797,2163,1439,939,405,167,0,0,0,45,12,0,3
2022-03-31,18560,187,18253,206862,7,2843,799,3420,11498,2760,773,13048,1598,1203,1557,773,4427,4486,2585,1550,940,456,202,0,0,0,45,12,0,3
2022-04-01,17476,164,17321,206987,78,2672,801,3167,10836,2617,802,12108,1530,1096,1521,802,4192,4140,2311,1465,894,440,196,4,2,1,1,16,0,9
2022-04-02,14692,218,20383,201240,36,2101,658,2656,9277,2065,671,10363,1304,867,1198,671,3491,3600,1998,1274,789,361,154,0,2,8,5,292,33,153
2022-04-03,12380,462,20635,192955,8,1855,559,2316,7650,1753,598,8596,1140,743,1010,598,2919,2921,1698,1058,692,310,138,0,0,6,27,264,20,155
2022-04-04,10002,98,23302,179627,2,1481,463,1973,6085,1460,502,6960,972,613,847,502,2363,2295,1401,901,573,279,120,0,0,0,0,2,0,0
2022-04-05,12017,59,20431,171180,15,1801,550,2160,7506,1776,530,8483,1014,788,988,530,2936,2934,1603,1010,604,291,119,0,0,0,0,0,0,0
2022-04-06,12105,43,21029,162224,20,1743,573,2286,7503,1760,595,8417,1084,709,1051,595,2719,2935,1737,1026,643,305,136,0,0,0,0,1,0,0
2022-04-07,11994,25,16603,157579,44,1785,588,2291,7330,1737,740,8323,1040,681,1056,740,2567,2937,1725,1094,587,294,159,0,0,0,0,0,0,3
2022-04-08,14944,104,14045,158447,7,1925,671,2724,9624,1924,850,10564,1251,758,1166,850,3471,3635,2160,1298,744,349,158,0,0,0,3,3,0,11
2022-04-09,10177,53,15132,153471,32,1687,471,1924,6095,1516,608,6983,909,614,902,608,2361,2407,1434,781,556,235,118,0,0,0,0,0,0,0
2022-04-10,8112,25,15765,145806,35,1182,408,1657,4865,1250,614,5499,746,493,757,614,1801,2001,1028,669,426,219,101,0,0,0,0,0,0,0
2022-04-11,7739,23,19049,134477,82,1177,339,1480,4743,1148,551,5287,751,484,664,551,1628,1900,1090,669,434,186,131,0,0,0,0,168,0,45
2022-04-12,9002,52,16986,126463,140,1197,376,1885,5544,1189,759,6213,826,499,690,759,2000,2226,1251,736,480,240,106,0,0,0,0,9,0,0
2022-04-13,10052,21,15893,120600,127,1316,538,2145,6053,1401,953,6865,825,534,867,953,2167,2412,1403,883,485,232,108,0,0,0,0,125,0,2
2022-04-14,10413,27,13202,117793,284,1734,498,2250,5931,1576,1116,6874,842,662,914,1116,2158,2581,1289,846,510,227,105,0,0,0,3,280,0,1
2022-04-15,9673,25,14267,113183,405,1255,501,2371,5546,1345,1227,6303,794,533,812,1227,2043,2210,1267,783,479,206,109,0,0,0,11,394,0,0
2022-04-16,9705,30,14346,108530,507,1412,413,2171,5709,1214,1257,6258,777,510,704,1257,2085,2098,1311,764,476,200,101,0,0,0,0,498,0,9
2022-04-17,6623,13,11233,103908,205,794,305,1506,4018,815,708,4385,637,317,498,708,1489,1510,879,507,343,191,103,0,0,0,0,205,0,0
2022-04-18,7140,264,14423,96609,80,937,348,1563,4292,851,648,4801,704,322,529,648,1608,1614,978,601,414,206,84,0,0,0,0,80,0,0
2022-04-19,6069,110,10619,92047,465,670,325,1648,3426,694,982,3760,551,226,468,982,1235,1304,796,425,326,161,64,0,0,0,0,465,0,0
2022-04-20,6968,32,8267,90732,322,811,344,1812,4001,883,978,4504,601,324,559,978,1520,1544,925,515,363,170,68,0,0,0,0,322,0,0
2022-04-21,5899,16,8434,88192,129,745,282,1300,3572,773,650,3869,506,302,471,650,1311,1252,833,473,298,136,72,0,0,0,0,129,0,0
2022-04-22,6342,20,9111,85411,135,708,308,1508,3818,752,714,4238,534,262,490,714,1398,1462,839,539,298,169,67,0,0,0,10,125,0,0
2022-04-23,5624,17,10041,80985,53,675,313,1226,3410,762,563,3778,466,257,505,563,1231,1316,775,456,257,156,53,0,0,0,0,53,0,0
2022-04-24,4006,7,10223,74760,29,454,194,879,2479,500,415,2735,355,185,315,415,846,953,601,335,232,93,30,0,0,0,0,29,0,0
2022-04-25,2478,7,9215,68015,70,319,109,521,1529,294,258,1650,276,116,178,258,514,573,361,202,158,75,43,0,0,0,24,46,0,0
2022-04-26,3361,6,9484,61879,75,410,158,775,2018,421,400,2192,305,170,251,400,730,739,464,259,185,84,36,0,0,0,0,75,0,0
2022-04-27,3471,10,6900,58444,63,414,155,796,2106,426,391,2288,330,169,257,391,750,764,499,275,201,88,41,0,0,0,6,57,0,0
2022-04-28,2935,9,7585,53784,24,289,100,634,1912,275,274,2125,259,107,168,274,729,711,442,243,165,55,39,0,0,0,0,24,0,0
2022-04-29,2579,6,6055,50302,10,259,83,519,1718,231,184,1903,260,107,124,184,633,602,408,260,142,70,48,0,0,0,0,10,0,0
2022-04-30,2107,16,6890,45514,27,231,74,439,1363,213,179,1508,207,96,117,179,472,507,338,191,120,58,29,0,0,0,26,1,0,0
2022-05-01,1503,6,5839,41175,1,172,33,311,987,127,111,1086,160,72,55,111,395,310,250,131,76,56,28,6,0,2,26,4,0,23
2022-05-02,1352,4,6074,36448,0,167,30,229,926,114,77,1009,151,50,64,77,290,357,227,135,87,43,21,0,0,38,10,235,2,73
2022-05-03,922,1,5520,31841,0,97,39,170,616,103,74,619,126,39,64,74,252,213,93,61,79,35,12,0,0,9,75,127,72,111
2022-05-04,1054,1,4107,28785,0,162,100,191,601,221,68,558,207,67,154,68,171,187,114,86,118,69,20,0,0,0,1,14,0,0
2022-05-05,1278,3,2599,27462,0,162,66,202,848,163,71,894,150,53,110,71,259,313,216,106,85,46,19,0,0,0,0,0,0,0
2022-05-06,1251,9,3181,25525,0,152,23,207,869,113,58,941,137,64,49,58,318,301,206,116,66,50,21,0,0,0,0,0,0,0
2022-05-07,1372,5,3610,23284,0,157,31,269,915,136,72,1004,160,60,76,72,322,311,247,124,82,47,31,0,0,0,5,21,0,0
2022-05-08,2153,2,2869,22564,0,223,48,352,1530,216,109,1614,208,98,118,109,578,478,346,212,129,54,25,0,0,0,28,0,0,0
2022-05-09,2246,5,2433,22376,0,201,35,431,1579,191,133,1708,214,89,102,133,609,502,387,210,115,76,23,0,0,0,1,0,0,0
2022-05-10,2605,4,2014,22961,0,288,58,520,1739,256,189,1912,248,136,120,189,654,595,420,243,125,84,39,0,0,0,0,0,0,0
2022-05-11,3321,10,1416,24858,6,305,94,720,2202,343,259,2421,285,138,205,259,814,783,541,283,161,85,39,0,0,0,0,160,0,11
2022-05-12,3410,5,1430,26834,0,313,61,669,2367,314,222,2550,303,135,179,222,881,793,567,309,164,96,43,0,0,0,0,14,0,0
2022-05-13,3029,0,1116,28742,0,248,66,631,2084,265,249,2251,263,102,163,249,774,733,482,262,141,81,41,0,0,0,0,0,0,0
2022-05-14,2373,3,1340,29770,0,202,51,481,1639,213,167,1784,208,78,135,167,685,549,368,182,124,58,26,0,0,0,0,0,0,0
2022-05-15,2239,3,1263,30743,0,230,38,467,1504,227,158,1661,193,105,122,158,590,546,364,161,110,55,28,0,0,0,0,0,0,0
2022-05-16,1697,0,1548,30887,0,195,27,320,1155,156,117,1237,178,77,79,117,423,430,252,132,97,49,32,0,0,0,0,0,0,0
2022-05-17,1469,3,1836,30517,0,166,24,304,975,167,103,1047,152,81,86,103,351,331,239,126,83,48,21,0,0,0,0,0,0,0
2022-05-18,2017,4,2548,29979,0,163,36,419,1399,148,168,1521,180,62,86,168,533,458,329,201,99,51,30,0,0,0,0,0,0,0
2022-05-19,2124,1,2303,29797,0,214,32,439,1439,177,168,1590,189,79,98,168,527,545,332,186,98,59,32,0,0,0,0,0,0,0
2022-05-20,2063,3,2618,29237,0,203,37,454,1369,206,187,1488,178,86,120,187,508,464,315,201,96,46,36,0,0,0,0,0,0,0
2022-05-21,2021,1,3162,28093,0,173,34,403,1411,175,166,1463,200,70,105,166,504,460,317,182,115,53,32,0,0,0,0,0,0,0
2022-05-22,1817,3,3389,26519,1,176,43,357,1241,200,133,1285,199,68,132,133,452,413,261,159,103,57,39,0,0,1,0,0,0,0
2022-05-23,1544,3,2905,25156,0,115,31,323,1075,120,128,1140,155,35,85,128,376,363,242,159,79,52,24,0,0,0,0,0,0,0
2022-05-24,1918,22,2124,24948,0,161,23,403,1331,173,175,1397,173,77,96,175,481,451,304,161,105,43,25,0,0,0,0,0,0,0
2022-05-25,2430,12,2192,25180,1,167,39,466,1758,173,199,1833,209,55,118,199,711,564,347,211,119,60,30,0,0,1,0,0,0,0
2022-05-26,1845,9,1825,25197,0,185,15,353,1292,143,127,1396,177,60,83,127,468,503,270,155,98,54,25,0,0,0,0,0,0,0
2022-05-27,1877,4,1680,25392,3,212,32,389,1244,214,166,1289,208,97,117,166,396,387,343,163,113,65,30,0,0,3,0,0,0,0
2022-05-28,1645,1,1809,25226,5,147,22,363,1113,141,155,1209,140,59,82,155,428,370,265,146,83,35,22,0,0,3,0,0,0,0
2022-05-29,1155,3,1975,24401,3,94,16,232,813,102,88,843,113,42,60,88,251,273,194,125,70,29,14,0,0,3,0,0,0,0
2022-05-30,1325,2,1935,23787,0,148,15,269,893,122,114,939,146,57,65,114,295,304,227,113,79,47,20,0,0,0,0,0,0,0
2022-05-31,1451,6,2071,23160,23,125,19,318,989,121,147,1037,145,46,75,147,343,338,234,122,79,48,18,0,0,0,23,0,0,0
2022-06-01,1809,5,1911,23056,0,138,30,382,1259,152,166,1345,143,51,101,166,419,426,315,185,90,33,20,21,0,2,6,7,7,68
2022-06-02,1877,6,1715,23216,22,147,10,382,1338,127,166,1441,142,46,81,166,475,421,363,182,78,52,12,0,5,12,22,303,0,132
2022-06-03,1844,3,2005,23054,1,149,17,354,1324,145,159,1382,155,57,88,159,472,429,294,187,90,40,25,0,0,0,9,57,5,145
2022-06-04,1591,5,2185,22455,1,94,23,292,1182,129,98,1226,137,42,87,98,388,423,263,152,81,43,13,0,0,0,1,17,0,2
2022-06-05,1358,2,1620,22191,0,96,17,261,984,87,96,1043,129,39,48,96,360,327,211,145,75,35,19,0,0,0,0,0,0,0
2022-06-06,1330,4,1881,21638,0,105,13,224,988,99,82,1034,114,43,56,82,322,342,235,135,74,29,11,0,0,0,0,0,0,0
2022-06-07,1128,1,1547,21210,0,104,16,230,778,97,68,832,129,46,51,68,258,258,197,119,71,37,21,0,0,0,0,0,0,1
2022-06-08,1518,1,1125,21597,18,109,11,247,1151,94,70,1211,142,52,42,70,411,402,260,138,83,41,18,0,0,0,9,0,0,0
2022-06-09,1887,8,1399,22082,8,157,16,286,1428,140,94,1497,156,71,69,94,507,508,314,168,78,49,29,0,0,0,0,0,0,0
2022-06-10,2166,1,1488,22759,1,146,18,338,1664,129,88,1770,179,55,74,88,591,574,400,205,104,46,29,0,0,0,0,0,0,0
2022-06-11,1709,3,1746,22720,0,152,17,259,1281,144,70,1327,168,64,80,70,438,381,330,178,99,39,30,0,0,0,12,71,0,4
2022-06-12,1571,1,1887,22403,2,134,11,294,1132,119,90,1217,144,46,73,90,432,364,276,145,72,46,26,0,0,0,6,0,0,0
2022-06-13,2092,0,1876,22615,6,129,18,367,1578,132,101,1681,169,54,78,101,577,497,391,216,92,50,27,0,0,0,0,6,0,0
2022-06-14,1922,3,1564,22969,1,144,12,367,1399,154,131,1460,176,63,91,131,466,434,356,204,103,56,17,0,0,0,0,1,0,0
2022-06-15,2320,4,1390,23894,3,158,20,454,1688,179,167,1774,200,74,105,167,559,575,425,215,111,60,29,0,0,0,0,3,0,0
2022-06-16,2033,0,1337,24585,0,162,14,354,1503,151,128,1607,146,61,90,128,518,531,354,204,82,43,21,0,0,0,0,0,0,0
2022-06-17,2130,0,1080,25634,1,164,23,385,1558,138,113,1687,192,54,84,113,575,521,362,229,101,67,24,0,0,0,0,1,0,0
2022-06-18,2127,0,1390,26370,0,151,19,396,1561,173,121,1642,191,57,116,121,604,502,334,202,99,58,34,0,0,0,0,0,0,0
2022-06-19,1690,10,2108,25952,0,130,12,286,1262,125,79,1334,152,58,67,79,501,405,280,148,73,47,32,0,0,0,0,0,0,0
2022-06-20,2093,1,2082,25960,1,132,12,361,1588,140,107,1670,176,55,85,107,582,524,352,212,85,64,27,0,0,0,0,1,0,0
2022-06-21,1921,114,1716,26163,0,141,19,336,1425,153,117,1429,222,58,95,117,446,456,323,204,124,60,38,0,0,0,0,0,0,0
2022-06-22,2425,8,1550,27034,0,195,15,451,1764,167,200,1822,224,78,89,200,628,559,387,248,124,52,48,0,0,0,0,0,0,0
2022-06-23,2796,209,2503,27326,83,171,16,501,2108,172,173,2196,254,74,98,173,765,720,431,280,155,69,30,0,0,0,0,83,0,0
2022-06-24,2512,194,1580,28255,10,187,20,452,1853,157,188,1893,274,73,84,188,612,641,407,233,149,86,39,0,0,0,0,10,0,0
2022-06-25,2302,2,2539,28018,39,180,15,409,1698,149,152,1715,282,73,76,152,579,546,346,244,147,76,59,0,0,0,19,20,0,0
2022-06-26,2003,3,1861,28159,1,169,19,365,1450,176,141,1499,185,70,106,141,488,476,352,183,99,55,31,0,0,0,0,1,0,0
2022-06-27,1894,6,1944,28101,9,156,21,362,1355,147,152,1368,219,51,96,152,454,402,304,208,105,66,48,0,0,0,0,9,0,0
2022-06-28,2025,20,2367,27755,2,175,24,424,1402,182,147,1477,217,67,115,147,505,477,319,176,103,77,37,0,0,0,1,1,0,0
2022-06-29,2605,3,1633,28722,0,199,26,547,1833,203,226,1959,216,88,115,226,694,609,407,249,129,51,36,0,0,0,0,0,0,0
2022-06-30,2867,4,2145,29442,6,245,14,545,2063,237,229,2137,263,95,142,229,732,731,449,225,139,79,45,0,0,0,0,6,0,0
2022-07-01,2773,4,1984,30225,1,236,17,575,1945,219,229,2047,277,87,132,229,715,668,415,249,132,81,64,5,0,23,3,4,0,37
2022-07-02,2527,4,2359,30393,46,271,19,470,1767,227,153,1914,233,99,128,153,663,645,398,208,139,58,36,0,1,15,4,161,1,94
2022-07-03,2536,3,3123,29801,6,189,22,475,1850,198,167,1889,281,84,114,167,649,622,381,237,154,83,44,0,0,3,3,369,8,104
2022-07-04,1918,2,2321,29390,3,140,14,375,1389,142,142,1437,197,58,84,142,463,485,308,181,103,53,41,0,0,1,10,2,0,31
2022-07-05,2932,2,2292,30027,26,190,22,560,2160,209,217,2219,271,92,117,217,758,747,492,222,154,72,45,0,0,0,0,0,0,0
2022-07-06,3561,9,2035,31548,1,291,25,653,2592,272,300,2671,318,121,151,300,875,835,604,357,163,106,49,0,0,0,0,0,0,0
2022-07-07,4020,9,1718,33847,0,267,27,755,2971,289,280,3109,309,106,183,280,1079,1009,672,349,184,79,46,0,0,0,0,0,0,0
2022-07-08,3589,3,2224,35206,22,287,20,632,2650,252,201,2773,361,116,136,201,1002,902,561,308,211,89,61,0,0,0,0,0,0,0
2022-07-09,2799,2,2666,35331,14,247,18,489,2045,209,193,2096,278,99,110,193,733,673,422,268,137,72,69,0,0,0,3,2,0,0
2022-07-10,3264,5,2703,35890,5,251,24,554,2435,237,204,2480,343,101,136,204,863,794,543,280,194,97,52,0,0,0,0,0,0,0
2022-07-11,2417,4,2536,35766,0,216,15,460,1726,205,174,1781,255,101,104,174,598,599,374,210,126,84,45,0,0,0,1,3,0,1
2022-07-12,2345,3,2384,35724,1,196,16,428,1705,191,154,1729,263,85,106,154,550,571,397,211,143,83,37,0,0,0,5,31,0,0
2022-07-13,3934,7,2747,36902,3,259,10,726,2939,236,298,2996,401,109,127,298,1052,994,614,336,217,112,72,0,0,0,0,3,0,0
2022-07-14,4098,5,2071,38921,0,324,25,701,3048,302,256,3146,394,137,165,256,1061,1070,642,373,216,109,69,0,0,0,0,0,0,0
2022-07-15,5230,11,2927,41216,0,339,34,928,3929,341,300,4082,506,146,195,300,1446,1349,817,470,272,160,74,0,0,0,0,0,0,0
2022-07-16,5047,3,3770,42489,0,376,30,913,3728,350,296,3871,528,146,204,296,1372,1226,825,448,293,156,79,0,0,0,0,0,0,0
2022-07-17,3936,1,3899,42519,0,321,14,688,2913,274,229,3009,423,126,148,229,1029,1033,583,364,228,118,77,0,0,0,0,0,0,0
2022-07-18,3080,1,3399,42193,0,240,22,576,2242,259,189,2251,379,103,156,189,799,739,423,290,216,109,54,0,0,0,0,0,0,0
2022-07-19,3902,4,2935,43152,50,345,23,783,2751,322,241,2787,551,126,196,241,947,903,597,340,286,162,103,0,0,0,24,4,22,0
2022-07-20,5685,2,3337,45492,0,391,36,947,4311,394,321,4396,571,162,232,321,1422,1485,967,522,296,184,91,0,0,0,0,0,0,0
2022-07-21,4587,11,2652,47417,17,382,19,840,3346,356,285,3425,518,172,184,285,1216,1133,666,410,284,146,88,0,0,0,0,17,0,0
2022-07-22,3880,7,2607,48676,31,319,28,717,2816,264,226,2883,505,117,147,226,1007,905,578,393,273,136,96,0,0,0,17,14,0,0
2022-07-23,4816,2,3928,49555,0,340,28,851,3597,325,229,3839,421,127,198,229,1335,1268,784,452,220,119,82,0,0,0,0,0,0,0
2022-07-24,2720,5,4012,48260,1,288,23,509,1900,231,141,1954,393,126,105,141,635,650,418,251,202,125,66,0,0,0,0,1,0,0
2022-07-25,3300,2,5227,46324,14,309,20,635,2336,269,188,2369,473,115,154,188,801,760,505,303,248,149,76,0,0,0,10,4,0,0
2022-07-26,4759,3,4806,46268,61,354,32,890,3483,342,318,3564,535,131,211,318,1300,1192,673,399,283,150,102,0,0,0,30,31,0,0
2022-07-27,4503,6,3847,46914,11,354,17,819,3313,312,287,3425,479,141,171,287,1094,1136,797,398,259,139,81,0,0,0,1,10,0,0
2022-07-28,3926,23,3542,47294,20,370,25,761,2770,326,220,2924,455,147,179,220,1031,999,536,358,237,139,79,0,0,0,17,3,0,0
2022-07-29,4860,11,3836,48308,2,366,13,921,3560,348,286,3764,462,141,207,286,1288,1257,769,450,242,133,87,0,0,0,1,1,0,0
2022-07-30,4271,3,5553,47022,1,334,28,795,3114,320,265,3235,451,127,193,265,1070,1070,698,397,235,132,84,0,0,0,1,0,0,0
2022-07-31,2783,3,4482,45314,19,319,25,519,1920,254,132,2005,392,115,139,132,619,670,447,269,185,121,86,0,0,0,19,0,0,0
2022-08-01,3213,11,3847,44672,6,298,28,587,2300,249,153,2336,473,101,148,153,885,764,421,266,227,144,102,6,0,10,0,10,0,77
2022-08-02,4204,3,4582,44286,20,338,28,789,3049,309,225,3145,522,132,177,225,1030,1004,686,425,275,143,104,0,0,1,18,235,8,85
2022-08-03,5330,13,3075,46531,23,418,34,993,3885,381,322,4105,518,166,215,322,1386,1385,854,480,272,142,104,0,0,10,34,345,0,109
2022-08-04,4413,6,3394,47542,17,395,26,820,3172,348,240,3321,504,161,187,240,1077,1192,674,378,260,131,113,0,0,0,0,6,0,1
2022-08-05,3927,14,4949,46514,28,373,23,785,2746,329,243,2890,464,125,204,243,1000,967,587,336,223,142,99,0,0,0,0,0,0,0
2022-08-06,4684,5,4275,46912,9,371,31,878,3404,365,256,3620,442,147,218,256,1221,1197,779,423,237,117,88,0,0,0,0,18,0,0
2022-08-07,2728,2,3856,45778,0,311,16,560,1841,260,149,1928,391,132,128,149,653,642,391,242,193,112,86,0,0,0,0,0,22,0
2022-08-08,2863,2,4752,43883,1,323,25,580,1935,263,178,2068,349,128,135,178,658,741,429,240,171,99,79,0,0,0,1,0,0,0
2022-08-09,3083,3,4229,42725,2,323,20,648,2092,285,198,2238,362,142,143,198,739,773,445,281,169,110,83,0,0,0,9,3,0,0
2022-08-10,4896,2,2979,44630,42,426,33,1030,3407,416,313,3695,469,156,260,313,1232,1273,767,423,226,132,111,0,0,0,56,0,0,0
2022-08-11,4831,6,3362,46089,10,482,29,926,3394,416,282,3614,519,174,242,282,1176,1217,752,469,257,167,95,0,0,0,16,176,0,14
2022-08-12,3943,1,4645,45383,4,377,31,898,2637,348,278,2890,425,144,204,278,1011,932,589,358,224,127,74,0,0,0,8,25,0,0
2022-08-13,4334,6,5082,44625,6,352,26,841,3115,310,266,3321,436,115,195,266,1105,1130,714,372,236,109,91,0,0,0,0,6,0,0
2022-08-14,3045,5,4226,43439,16,297,22,600,2126,257,164,2254,370,112,145,164,752,788,442,272,196,102,72,0,0,0,7,9,0,0
2022-08-15,2437,6,3658,42210,13,282,17,531,1607,238,148,1746,303,110,128,148,571,600,367,208,148,89,66,0,0,0,0,13,0,0
2022-08-16,3429,6,4882,40748,51,364,23,717,2325,331,218,2509,370,155,176,218,819,883,526,281,192,96,82,0,0,0,27,22,2,0
2022-08-17,3516,3,2541,41708,11,336,38,757,2385,314,234,2568,399,130,184,234,848,882,549,289,193,122,84,0,0,0,1,10,0,0
2022-08-18,4071,2,3289,42483,21,364,24,791,2892,334,245,3080,411,132,202,245,1011,1084,655,330,228,106,77,0,0,0,1,20,0,0
2022-08-19,3490,3,3193,42774,34,363,25,748,2354,362,216,2541,368,146,216,216,906,843,531,261,185,104,79,0,0,0,22,12,0,0
2022-08-20,2798,5,4669,40897,37,286,20,592,1900,225,142,2091,336,102,123,142,697,708,433,253,144,118,74,0,0,0,1,11,0,25
2022-08-21,2464,16,4427,38925,4,245,12,512,1695,202,139,1833,288,101,101,139,647,606,358,222,155,78,55,0,0,0,0,4,0,0
2022-08-22,2078,12,3290,37703,13,262,19,438,1359,198,102,1462,316,98,100,102,490,503,305,164,142,97,77,0,0,0,7,6,0,0
2022-08-23,2722,5,4856,35558,3,277,16,637,1792,238,156,1976,352,108,130,156,678,671,399,228,158,114,80,0,0,0,0,3,0,0
2022-08-24,2636,5,3206,34977,25,327,13,580,1716,260,148,1899,326,113,147,148,631,621,403,244,176,80,70,0,0,0,18,7,0,0
2022-08-25,3206,4,2180,35995,12,278,11,691,2226,246,176,2483,299,116,130,176,847,869,494,273,161,81,57,0,0,0,1,11,0,0
2022-08-26,3118,7,3363,35744,11,305,23,641,2149,248,170,2370,329,109,139,170,896,751,448,275,159,95,75,0,0,0,1,10,0,0
2022-08-27,2491,0,3715,34515,1,240,8,533,1710,184,131,1873,302,80,104,131,649,637,391,196,138,87,77,0,0,0,0,1,0,0
2022-08-28,2191,1,3796,32908,3,220,10,432,1529,183,101,1637,270,89,94,101,558,545,313,221,121,93,56,0,0,0,0,3,0,0
2022-08-29,1946,1,3271,31575,20,247,8,400,1291,161,92,1405,287,82,79,92,455,486,281,183,132,85,70,0,0,0,14,6,0,0
2022-08-30,2144,3,2549,31166,8,205,12,481,1446,180,105,1596,260,75,105,105,527,503,357,209,128,81,51,0,0,0,8,0,0,0
2022-08-31,2340,2,2502,30998,4,234,9,479,1618,185,110,1790,255,85,100,110,634,608,356,192,109,87,59,0,0,0,0,4,0,0
2022-09-01,2356,5,1875,31470,0,217,18,467,1654,183,104,1800,269,86,97,104,608,628,371,193,120,93,56,0,0,30,0,4,0,18
2022-09-02,2328,3,2618,31171,2,198,15,482,1633,162,112,1743,310,86,76,112,613,563,367,200,157,95,58,0,0,36,35,524,1,130
2022-09-03,2244,4,3202,30204,0,180,19,467,1578,136,108,1742,254,59,77,108,613,560,365,204,130,79,45,0,0,6,15,185,42,79
2022-09-04,1904,1,3138,28968,0,182,8,356,1358,142,72,1424,264,71,71,72,490,469,297,168,124,78,62,0,0,0,9,17,0,6
2022-09-05,1486,2,2897,27553,1,160,4,284,1038,108,40,1105,231,61,47,40,389,375,204,137,109,65,57,0,0,0,0,0,0,0
2022-09-06,2067,4,2279,27335,0,186,8,423,1450,128,59,1568,307,62,66,59,585,487,308,188,138,107,62,0,0,0,0,8,0,0
2022-09-07,2428,2,2673,27083,5,206,11,471,1740,146,64,1940,277,76,70,64,704,656,355,225,142,73,62,0,0,0,0,14,0,0
2022-09-08,2226,2,1894,27407,12,205,12,411,1598,144,48,1768,263,83,61,48,660,598,323,187,134,76,53,0,0,0,1,1,0,0
2022-09-09,1990,2,2016,27377,3,180,9,370,1431,133,48,1557,250,70,63,48,557,510,314,176,126,68,56,0,0,0,2,1,0,0
2022-09-10,1971,7,2389,26956,7,213,13,348,1397,140,60,1518,252,74,66,60,544,514,269,191,128,73,51,0,0,0,0,0,0,0
2022-09-11,1483,2,2090,26346,1,157,5,298,1023,114,39,1108,219,65,49,39,389,388,196,135,101,73,45,0,0,0,14,216,0,0
2022-09-12,1847,7,2148,26040,4,191,3,371,1282,144,64,1398,239,71,73,64,505,473,271,149,107,70,62,0,0,0,0,39,0,33
2022-09-13,1942,9,2276,25700,15,178,10,389,1365,143,81,1460,258,62,81,81,517,492,302,149,131,71,56,0,0,0,0,0,0,15
2022-09-14,2431,8,1820,26306,1,232,14,471,1714,171,100,1827,332,82,89,100,580,618,373,256,175,101,56,0,0,0,1,0,0,0
2022-09-15,2375,11,1466,27212,1,218,6,488,1663,161,103,1816,295,72,89,103,624,629,348,215,147,83,65,0,0,0,0,0,0,1
2022-09-16,1977,2,2018,27165,9,211,9,396,1361,143,96,1469,268,67,76,96,528,495,256,190,125,71,72,0,0,0,9,0,0,0
2022-09-17,1572,3,2695,26039,10,160,9,276,1127,114,48,1205,204,56,58,48,424,413,222,146,104,51,49,0,0,0,10,0,0,0
2022-09-18,1639,9,2056,25618,0,168,11,307,1153,131,73,1234,197,67,64,73,445,420,244,125,96,56,45,0,0,0,0,0,0,0
2022-09-19,1307,4,1830,25090,2,144,9,256,898,111,44,954,194,54,57,44,309,331,173,141,111,42,41,0,0,0,2,0,0,0
2022-09-20,1667,2,2028,24722,20,200,13,323,1131,138,77,1188,261,69,69,77,416,387,245,140,99,91,71,0,0,0,20,0,0,0
2022-09-21,2111,5,1493,25334,0,195,6,421,1489,158,97,1608,245,67,91,97,568,541,299,200,115,66,64,0,0,0,0,0,0,0
